"State","County","Median Housing Value, 2024 ($)","Median Property Taxes Paid, 2024 ($)(5-Year Estimate)","Effective Property Tax Rate (2024)"
"Texas","Jackson County","$203,900","2085","1.06%"
"Texas","Jasper County","$136,400","1326","0.89%"
"Texas","Jeff Davis County","$226,200","1365","0.51%"
"Texas","Jefferson County","$169,500","2600","1.50%"
"Texas","Jim Hogg County","$129,400","1258","1.34%"
"Texas","Jim Wells County","$123,600","1426","1.21%"
"Texas","Johnson County","$285,900","3557","1.19%"
"Texas","Jones County","$96,500","1535","1.20%"
"Texas","Karnes County","$149,000","1392","0.61%"
"Texas","Kaufman County","$320,900","5377","1.49%"
"Texas","Kendall County","$512,700","5656","1.00%"
"Texas","Kenedy County","-","-","0.81%"
"Texas","Kent County","$122,200","835","0.52%"
"Texas","Kerr County","$321,200","3103","0.89%"
"Texas","Kimble County","$201,300","2559","0.88%"
"Texas","King County","$52,100","564","n.a."
"Texas","Kinney County","$82,000","1158","1.25%"
"Texas","Kleberg County","$161,300","2369","1.44%"
"Texas","Knox County","$77,300","1237","1.54%"
"Texas","Lamar County","$200,700","1748","0.88%"
"Texas","Lamb County","$82,400","919","1.12%"
"Texas","Lampasas County","$250,400","2929","0.76%"
"Texas","La Salle County","$97,800","1434","1.26%"
"Texas","Lavaca County","$228,300","2041","0.76%"
"Texas","Lee County","$267,800","2584","0.88%"
"Texas","Leon County","$186,400","1283","0.62%"
"Texas","Liberty County","$181,700","2133","1.20%"
"Texas","Limestone County","$164,200","1953","0.94%"
"Texas","Lipscomb County","$124,300","1748","1.35%"
"Texas","Live Oak County","$159,200","1525","0.75%"
"Texas","Llano County","$356,500","2658","0.68%"
"Texas","Loving County","-","-","n.a."
"Texas","Lubbock County","$214,100","3241","1.50%"
"Texas","Lynn County","$147,300","2604","1.33%"
"Texas","McCulloch County","$150,500","1494","1.05%"
"Texas","McLennan County","$243,600","3471","1.36%"
"Texas","McMullen County","$97,100","400","0.84%"
"Texas","Madison County","$176,200","1726","0.96%"
"Texas","Marion County","$101,500","749","0.90%"
"Texas","Martin County","$174,800","1587","0.72%"
"Texas","Mason County","$293,600","2461","0.64%"
"Texas","Matagorda County","$172,900","2328","1.22%"
"Texas","Maverick County","$158,700","1976","1.33%"
"Texas","Medina County","$239,600","3165","1.23%"
"Texas","Menard County","$108,500","2111","1.13%"
"Texas","Midland County","$312,700","3832","1.19%"
"Texas","Milam County","$189,800","1875","0.92%"
"Texas","Mills County","$223,700","1740","0.67%"
"Texas","Mitchell County","$85,800","1599","1.68%"
"Texas","Montague County","$206,400","1902","0.88%"
"Texas","Montgomery County","$346,200","5268","1.44%"
"Texas","Moore County","$152,600","1985","1.35%"
"Texas","Morris County","$120,400","1329","0.96%"
"Texas","Motley County","$88,000","904","0.96%"
"Texas","Nacogdoches County","$169,200","1399","0.86%"
"Texas","Navarro County","$172,600","2075","1.05%"
"Texas","Newton County","$103,100","846","0.87%"
"Texas","Nolan County","$96,300","1475","1.40%"
"Texas","Nueces County","$208,800","3330","1.40%"
"Texas","Ochiltree County","$134,400","1906","1.44%"
"Texas","Oldham County","$162,800","1780","1.14%"
"Texas","Orange County","$173,400","2152","1.23%"
"Texas","Palo Pinto County","$198,000","2204","1.07%"
"Texas","Panola County","$158,100","1242","0.88%"
"Texas","Parker County","$375,900","5249","1.27%"
"Texas","Parmer County","$146,700","1872","1.24%"
"Texas","Pecos County","$165,700","1707","0.80%"
"Texas","Polk County","$184,800","1661","0.92%"
"Texas","Potter County","$147,300","2145","1.41%"
"Texas","Presidio County","$121,300","1506","1.02%"
"Texas","Rains County","$241,100","2458","1.12%"
"Texas","Randall County","$238,800","3610","1.37%"
"Texas","Reagan County","$171,500","1579","0.86%"
"Texas","Real County","$112,500","1207","0.71%"
"Texas","Red River County","$121,500","1224","0.74%"
"Texas","Reeves County","$118,000","1271","0.97%"
"Texas","Refugio County","$99,000","1458","1.09%"
"Texas","Roberts County","$161,500","1786","0.93%"
"Texas","Robertson County","$185,900","1882","0.69%"
"Texas","Rockwall County","$415,500","6396","1.42%"
"Texas","Runnels County","$109,300","1498","1.38%"
"Texas","Rusk County","$171,300","1793","0.91%"
"Texas","Sabine County","$153,100","1260","0.79%"
"Texas","San Augustine County","$99,900","676","0.52%"
"Texas","San Jacinto County","$209,300","2066","0.94%"
"Texas","San Patricio County","$192,400","2866","1.31%"
"Texas","San Saba County","$168,700","1513","0.58%"
"Texas","Schleicher County","$122,700","1532","1.06%"
"Texas","Scurry County","$113,800","1445","1.36%"
"Texas","Shackelford County","$174,800","2004","1.20%"
"Texas","Shelby County","$101,500","1024","0.64%"
"Texas","Sherman County","$146,900","2531","1.59%"
"Texas","Smith County","$240,700","2804","1.15%"
"Texas","Somervell County","$289,500","2634","0.65%"
"Texas","Starr County","$95,100","1083","1.22%"
"Texas","Stephens County","$110,200","1633","1.14%"
"Texas","Sterling County","$147,000","1894","0.89%"
"Texas","Stonewall County","$48,600","872","1.46%"
"Texas","Sutton County","$155,700","1907","1.59%"
"Texas","Swisher County","$86,300","1487","1.39%"
"Texas","Tarrant County","$323,900","5334","1.54%"
"Texas","Taylor County","$198,600","2728","1.25%"
"Texas","Terrell County","$137,500","1259","0.96%"
"Texas","Terry County","$105,400","1779","1.45%"
"Texas","Throckmorton County","$89,500","1148","1.00%"
"Texas","Titus County","$174,000","2096","1.10%"
"Texas","Tom Green County","$197,000","2532","1.29%"
"Texas","Travis County","$523,000","7727","1.31%"
"Texas","Trinity County","$119,500","1264","0.98%"
"Texas","Tyler County","$157,300","1404","0.97%"
"Texas","Upshur County","$167,800","1993","1.09%"
"Texas","Upton County","$109,000","1177","1.07%"
"Texas","Uvalde County","$150,800","2173","1.16%"
"Texas","Val Verde County","$164,600","2354","1.31%"
"Texas","Van Zandt County","$222,100","2298","0.84%"
"Texas","Victoria County","$209,900","3061","1.42%"
"Texas","Walker County","$226,900","2669","1.06%"
"Texas","Waller County","$318,700","4046","1.27%"
"Texas","Ward County","$150,700","965","0.33%"
"Texas","Washington County","$288,100","3143","0.79%"
"Texas","Webb County","$189,900","3421","1.58%"
"Texas","Wharton County","$189,900","2881","1.31%"
"Texas","Wheeler County","$106,100","1470","1.44%"
"Texas","Wichita County","$153,700","2522","1.55%"
"Texas","Wilbarger County","$89,400","1432","1.48%"
"Texas","Willacy County","$73,600","1240","1.46%"
"Texas","Williamson County","$447,000","7205","1.50%"
"Texas","Wilson County","$321,300","3928","1.20%"
"Texas","Winkler County","$148,200","1119","0.76%"
"Texas","Wise County","$304,900","3466","1.09%"
"Texas","Wood County","$216,500","1900","0.73%"
"Texas","Yoakum County","$182,600","1715","1.12%"
"Texas","Young County","$175,800","1957","1.18%"
"Texas","Zapata County","$97,100","920","0.69%"
"Texas","Zavala County","$98,800","1512","1.30%"
"Utah","Beaver County","$283,700","1142","0.36%"
"Utah","Box Elder County","$403,600","1966","0.47%"
"Utah","Cache County","$444,400","2011","0.46%"
"Utah","Carbon County","$228,500","1394","0.62%"
"Utah","Daggett County","$282,300","1304","0.53%"
"Utah","Davis County","$505,500","2665","0.51%"
"Utah","Duchesne County","$283,700","1742","0.56%"
"Utah","Emery County","$218,700","1350","0.62%"
"Utah","Garfield County","$318,100","1127","0.27%"
"Utah","Grand County","$538,700","2215","0.40%"
"Utah","Iron County","$379,000","1558","0.43%"
"Utah","Juab County","$425,400","1914","0.37%"
"Utah","Kane County","$410,900","1630","0.41%"
"Utah","Millard County","$284,700","1454","0.50%"
"Utah","Morgan County","$654,900","3411","0.52%"
"Utah","Piute County","$264,800","939","0.32%"
"Utah","Rich County","$334,600","859","0.34%"
"Utah","Salt Lake County","$525,700","2836","0.50%"
"Utah","San Juan County","$224,200","1788","0.39%"
"Utah","Sanpete County","$347,200","1619","0.47%"
"Utah","Sevier County","$311,200","1683","0.49%"
"Utah","Summit County","$1,067,700","3701","0.32%"
"Utah","Tooele County","$431,600","2460","0.54%"
"Utah","Uintah County","$298,600","1523","0.49%"
"Utah","Utah County","$538,700","2370","0.43%"
"Utah","Wasatch County","$787,300","3624","0.49%"
"Utah","Washington County","$510,700","2158","0.41%"
"Utah","Wayne County","$411,800","1394","0.38%"
"Utah","Weber County","$426,700","2557","0.56%"
"Vermont","Addison County","$361,200","5690","1.47%"
"Vermont","Bennington County","$279,900","4580","1.50%"
"Vermont","Caledonia County","$227,900","4022","1.61%"
"Vermont","Chittenden County","$439,200","6617","1.44%"
"Vermont","Essex County","$172,500","3035","1.45%"
"Vermont","Franklin County","$306,700","4332","1.40%"
"Vermont","Grand Isle County","$394,100","5195","1.33%"
"Vermont","Lamoille County","$304,700","4785","1.39%"
"Vermont","Orange County","$271,300","4516","1.53%"
"Vermont","Orleans County","$223,400","3692","1.43%"
"Vermont","Rutland County","$229,400","4154","1.65%"
"Vermont","Washington County","$315,000","5498","1.64%"
"Vermont","Windham County","$279,600","5062","1.60%"
"Vermont","Windsor County","$296,400","5458","1.64%"
"Virginia","Accomack County","$204,300","985","0.50%"
"Virginia","Albemarle County","$495,400","3719","0.73%"
"Virginia","Alleghany County","$125,800","1000","0.68%"
"Virginia","Amelia County","$282,400","1079","0.43%"
"Virginia","Amherst County","$212,400","975","0.47%"
"Virginia","Appomattox County","$207,600","1073","0.52%"
"Virginia","Arlington County","$895,000","8153","0.85%"
"Virginia","Augusta County","$306,100","1446","0.47%"
"Virginia","Bath County","$206,700","797","0.43%"
"Virginia","Bedford County","$297,400","1285","0.43%"
"Virginia","Bland County","$152,100","846","0.55%"
"Virginia","Botetourt County","$289,200","1862","0.60%"
"Virginia","Brunswick County","$142,700","820","0.40%"
"Virginia","Buchanan County","$94,900","413","0.48%"
"Virginia","Buckingham County","$173,400","906","0.48%"
"Virginia","Campbell County","$211,600","950","0.46%"
"Virginia","Caroline County","$307,700","1597","0.50%"
"Virginia","Carroll County","$156,500","834","0.54%"
"Virginia","Charles City County","$241,400","1343","0.59%"
"Virginia","Charlotte County","$144,100","756","0.50%"
"Virginia","Chesterfield County","$366,000","2773","0.75%"
"Virginia","Clarke County","$550,100","2657","0.59%"
"Virginia","Craig County","$189,000","1064","0.58%"
"Virginia","Culpeper County","$409,200","2141","0.50%"
"Virginia","Cumberland County","$239,300","1361","0.53%"
"Virginia","Dickenson County","$102,700","480","0.51%"
"Virginia","Dinwiddie County","$257,800","1409","0.58%"
"Virginia","Essex County","$238,100","1348","0.58%"
"Virginia","Fairfax County","$732,800","7368","0.95%"
"Virginia","Fauquier County","$573,700","4320","0.67%"
"Virginia","Floyd County","$225,400","1245","0.46%"
"Virginia","Fluvanna County","$314,100","1967","0.65%"
"Virginia","Franklin County","$240,400","1196","0.50%"
"Virginia","Frederick County","$386,000","1846","0.50%"
"Virginia","Giles County","$151,100","928","0.54%"
"Virginia","Gloucester County","$331,000","1878","0.56%"
"Virginia","Goochland County","$500,600","2496","0.52%"
"Virginia","Grayson County","$150,100","843","0.62%"
"Virginia","Greene County","$343,300","2086","0.61%"
"Virginia","Greensville County","$159,400","855","0.60%"
"Virginia","Halifax County","$155,700","721","0.50%"
"Virginia","Hanover County","$400,400","2627","0.66%"
"Virginia","Henrico County","$359,200","2565","0.68%"
"Virginia","Henry County","$134,800","637","0.48%"
"Virginia","Highland County","$200,000","1135","0.69%"
"Virginia","Isle of Wight County","$356,500","2510","0.72%"
"Virginia","James City County","$447,200","2901","0.61%"
"Virginia","King and Queen County","$231,600","1209","0.45%"
"Virginia","King George County","$428,300","2254","0.55%"
"Virginia","King William County","$315,700","1729","0.61%"
"Virginia","Lancaster County","$327,000","1558","0.49%"
"Virginia","Lee County","$98,900","595","0.61%"
"Virginia","Loudoun County","$743,800","6325","0.80%"
"Virginia","Louisa County","$315,300","1883","0.63%"
"Virginia","Lunenburg County","$150,100","578","0.40%"
"Virginia","Madison County","$370,300","1968","0.49%"
"Virginia","Mathews County","$360,900","1547","0.49%"
"Virginia","Mecklenburg County","$192,600","859","0.50%"
"Virginia","Middlesex County","$352,200","1778","0.51%"
"Virginia","Montgomery County","$304,600","2249","0.82%"
"Virginia","Nelson County","$321,700","1622","0.56%"
"Virginia","New Kent County","$393,600","2503","0.60%"
"Virginia","Northampton County","$316,200","1807","0.66%"
"Virginia","Northumberland County","$346,800","1645","0.46%"
"Virginia","Nottoway County","$167,500","761","0.43%"
"Virginia","Orange County","$364,200","1997","0.59%"
"Virginia","Page County","$233,200","1497","0.49%"
"Virginia","Patrick County","$153,400","845","0.58%"
"Virginia","Pittsylvania County","$161,400","948","0.57%"
"Virginia","Powhatan County","$416,000","2448","0.59%"
"Virginia","Prince Edward County","$216,600","921","0.52%"
"Virginia","Prince George County","$293,400","2184","0.69%"
"Virginia","Prince William County","$530,100","4999","0.85%"
"Virginia","Pulaski County","$191,700","1202","0.63%"
"Virginia","Rappahannock County","$506,400","2505","0.49%"
"Virginia","Richmond County","$231,500","1290","0.50%"
"Virginia","Roanoke County","$286,000","2436","0.79%"
"Virginia","Rockbridge County","$248,800","1492","0.59%"
"Virginia","Rockingham County","$313,000","1645","0.55%"
"Virginia","Russell County","$120,600","576","0.48%"
"Virginia","Scott County","$143,000","885","0.68%"
"Virginia","Shenandoah County","$294,900","1528","0.53%"
"Virginia","Smyth County","$139,600","805","0.54%"
"Virginia","Southampton County","$216,200","1418","0.76%"
"Virginia","Spotsylvania County","$404,900","2347","0.56%"
"Virginia","Stafford County","$485,100","3410","0.67%"
"Virginia","Surry County","$238,800","1651","0.67%"
"Virginia","Sussex County","$183,800","1078","0.56%"
"Virginia","Tazewell County","$118,300","728","0.61%"
"Virginia","Warren County","$348,400","1819","0.52%"
"Virginia","Washington County","$214,000","1065","0.50%"
"Virginia","Westmoreland County","$269,600","1628","0.62%"
"Virginia","Wise County","$118,600","693","0.59%"
"Virginia","Wythe County","$171,200","900","0.52%"
"Virginia","York County","$433,200","2794","0.63%"
"Virginia","Alexandria city","$735,100","7024","0.92%"
"Virginia","Bristol city","$184,100","1387","0.72%"
"Virginia","Buena Vista city","$156,200","1421","0.88%"
"Virginia","Charlottesville city","$486,700","3915","0.82%"
"Virginia","Chesapeake city","$378,400","3108","0.78%"
"Virginia","Colonial Heights city","$246,600","2071","0.75%"
"Virginia","Covington city","$83,500","681","0.86%"
"Virginia","Danville city","$119,100","774","0.62%"
"Virginia","Emporia city","$148,500","1171","0.70%"
"Virginia","Fairfax city","$722,600","6515","0.85%"
"Virginia","Falls Church city","$1,055,600","10,000+","1.15%"
"Virginia","Franklin city","$256,600","1821","0.81%"
"Virginia","Fredericksburg city","$483,700","2907","0.65%"
"Virginia","Galax city","$141,300","1072","0.52%"
"Virginia","Hampton city","$245,700","2327","0.97%"
"Virginia","Harrisonburg city","$299,100","2281","0.74%"
"Virginia","Hopewell city","$181,600","1564","0.88%"
"Virginia","Lexington city","$275,200","2224","0.85%"
"Virginia","Lynchburg city","$229,800","1804","0.81%"
"Virginia","Manassas city","$449,900","4923","0.99%"
"Virginia","Manassas Park city","$395,900","4636","1.08%"
"Virginia","Martinsville city","$98,400","760","0.81%"
"Virginia","Newport News city","$260,600","2634","0.94%"
"Virginia","Norfolk city","$289,900","2890","0.91%"
"Virginia","Norton city","$110,000","800","0.85%"
"Virginia","Petersburg city","$189,000","1523","0.87%"
"Virginia","Poquoson city","$400,300","3690","0.90%"
"Virginia","Portsmouth city","$246,900","2557","0.95%"
"Virginia","Radford city","$220,700","1581","0.70%"
"Virginia","Richmond city","$353,000","3150","0.90%"
"Virginia","Roanoke city","$190,500","1893","0.95%"
"Virginia","Salem city","$258,600","2316","0.82%"
"Virginia","Staunton city","$259,200","1818","0.60%"
"Virginia","Suffolk city","$347,400","3229","0.87%"
"Virginia","Virginia Beach city","$382,500","3061","0.78%"
"Virginia","Waynesboro city","$245,500","1639","0.66%"
"Virginia","Williamsburg city","$428,100","2518","0.61%"
"Virginia","Winchester city","$343,000","2591","0.74%"
"Washington","Adams County","$273,300","2147","0.72%"
"Washington","Asotin County","$325,600","2340","0.72%"
"Washington","Benton County","$407,800","3163","0.76%"
"Washington","Chelan County","$490,100","3503","0.65%"
"Washington","Clallam County","$421,800","3050","0.68%"
"Washington","Clark County","$522,900","4290","0.77%"
"Washington","Columbia County","$271,200","2303","0.74%"
"Washington","Cowlitz County","$397,500","3245","0.81%"
"Washington","Douglas County","$432,500","3319","0.76%"
"Washington","Ferry County","$283,400","1801","0.57%"
"Washington","Franklin County","$379,300","2750","0.74%"
"Washington","Garfield County","$239,200","1574","0.96%"
"Washington","Grant County","$299,500","2339","0.74%"
"Washington","Grays Harbor County","$314,000","2512","0.71%"
"Washington","Island County","$593,300","3999","0.66%"
"Washington","Jefferson County","$535,000","3818","0.65%"
"Washington","King County","$859,900","7114","0.76%"
"Washington","Kitsap County","$555,100","4279","0.72%"
"Washington","Kittitas County","$497,400","3552","0.66%"
"Washington","Klickitat County","$425,300","2639","0.62%"
"Washington","Lewis County","$385,800","2581","0.68%"
"Washington","Lincoln County","$292,800","1744","0.60%"
"Washington","Mason County","$411,800","3006","0.72%"
"Washington","Okanogan County","$299,800","2281","0.64%"
"Washington","Pacific County","$334,800","2395","0.71%"
"Washington","Pend Oreille County","$367,900","2142","0.56%"
"Washington","Pierce County","$526,600","4770","0.85%"
"Washington","San Juan County","$799,200","4253","0.53%"
"Washington","Skagit County","$545,100","4308","0.75%"
"Washington","Skamania County","$529,500","3532","0.56%"
"Washington","Snohomish County","$696,000","5364","0.72%"
"Washington","Spokane County","$410,700","3434","0.78%"
"Washington","Stevens County","$350,600","2065","0.61%"
"Washington","Thurston County","$480,300","4209","0.82%"
"Washington","Wahkiakum County","$396,800","2392","0.59%"
"Washington","Walla Walla County","$408,900","3492","0.85%"
"Washington","Whatcom County","$585,800","4087","0.68%"
"Washington","Whitman County","$359,600","2691","0.77%"
"Washington","Yakima County","$310,100","2463","0.79%"
"West Virginia","Barbour County","$131,900","562","0.36%"
"West Virginia","Berkeley County","$266,300","1398","0.53%"
"West Virginia","Boone County","$93,100","620","0.51%"
"West Virginia","Braxton County","$117,900","535","0.39%"
"West Virginia","Brooke County","$141,500","746","0.55%"
"West Virginia","Cabell County","$164,400","992","0.62%"
"West Virginia","Calhoun County","$100,500","426","0.29%"
"West Virginia","Clay County","$109,100","377","0.59%"
"West Virginia","Doddridge County","$160,800","808","0.48%"
"West Virginia","Fayette County","$105,800","676","0.55%"
"West Virginia","Gilmer County","$83,800","410","0.47%"
"West Virginia","Grant County","$175,100","540","0.33%"
"West Virginia","Greenbrier County","$149,000","663","0.44%"
"West Virginia","Hampshire County","$219,200","836","0.29%"
"West Virginia","Hancock County","$130,800","826","0.56%"
"West Virginia","Hardy County","$166,300","575","0.29%"
"West Virginia","Harrison County","$166,200","908","0.56%"
"West Virginia","Jackson County","$157,200","834","0.52%"
"West Virginia","Jefferson County","$350,800","1857","0.52%"
"West Virginia","Kanawha County","$147,300","964","0.63%"
"West Virginia","Lewis County","$151,800","692","0.42%"
"West Virginia","Lincoln County","$105,300","538","0.41%"
"West Virginia","Logan County","$103,400","576","0.43%"
"West Virginia","McDowell County","$50,000","337","0.40%"
"West Virginia","Marion County","$166,700","978","0.61%"
"West Virginia","Marshall County","$149,800","680","0.50%"
"West Virginia","Mason County","$120,300","706","0.41%"
"West Virginia","Mercer County","$121,700","656","0.48%"
"West Virginia","Mineral County","$180,400","818","0.43%"
"West Virginia","Mingo County","$90,500","423","0.40%"
"West Virginia","Monongalia County","$267,700","1248","0.45%"
"West Virginia","Monroe County","$156,300","725","0.53%"
"West Virginia","Morgan County","$240,600","1125","0.40%"
"West Virginia","Nicholas County","$121,600","554","0.41%"
"West Virginia","Ohio County","$166,000","999","0.61%"
"West Virginia","Pendleton County","$183,800","633","0.32%"
"West Virginia","Pleasants County","$151,000","819","0.62%"
"West Virginia","Pocahontas County","$152,400","462","0.35%"
"West Virginia","Preston County","$162,800","793","0.46%"
"West Virginia","Putnam County","$223,300","1311","0.59%"
"West Virginia","Raleigh County","$150,900","754","0.49%"
"West Virginia","Randolph County","$144,800","559","0.39%"
"West Virginia","Ritchie County","$115,900","763","0.48%"
"West Virginia","Roane County","$122,100","537","0.31%"
"West Virginia","Summers County","$140,100","439","0.40%"
"West Virginia","Taylor County","$148,800","797","0.44%"
"West Virginia","Tucker County","$154,800","575","0.34%"
"West Virginia","Tyler County","$121,300","689","0.52%"
"West Virginia","Upshur County","$170,800","717","0.39%"
"West Virginia","Wayne County","$127,100","594","0.48%"
"West Virginia","Webster County","$76,100","303","0.31%"
"West Virginia","Wetzel County","$107,900","721","0.57%"
"West Virginia","Wirt County","$115,800","597","0.47%"
"West Virginia","Wood County","$158,500","941","0.55%"
"West Virginia","Wyoming County","$82,900","369","0.38%"
"Wisconsin","Adams County","$200,800","2407","1.21%"
"Wisconsin","Ashland County","$170,300","2413","1.30%"
"Wisconsin","Barron County","$216,600","2843","1.22%"
"Wisconsin","Bayfield County","$240,800","2425","0.92%"
"Wisconsin","Brown County","$266,000","3663","1.30%"
"Wisconsin","Buffalo County","$213,300","2808","1.04%"
"Wisconsin","Burnett County","$231,300","2140","0.88%"
"Wisconsin","Calumet County","$274,200","3877","1.35%"
"Wisconsin","Chippewa County","$257,900","2798","0.98%"
"Wisconsin","Clark County","$172,800","2505","1.20%"
"Wisconsin","Columbia County","$283,200","3855","1.27%"
"Wisconsin","Crawford County","$183,400","2861","1.12%"
"Wisconsin","Dane County","$394,800","6420","1.57%"
"Wisconsin","Dodge County","$231,900","3422","1.22%"
"Wisconsin","Door County","$342,600","3486","0.97%"
"Wisconsin","Douglas County","$205,800","2599","1.13%"
"Wisconsin","Dunn County","$243,200","3380","1.25%"
"Wisconsin","Eau Claire County","$261,000","3514","1.27%"
"Wisconsin","Florence County","$173,200","2096","1.25%"
"Wisconsin","Fond du Lac County","$222,800","3365","1.35%"
"Wisconsin","Forest County","$185,000","1988","0.90%"
"Wisconsin","Grant County","$200,700","2729","1.20%"
"Wisconsin","Green County","$250,200","4003","1.41%"
"Wisconsin","Green Lake County","$215,400","2718","1.08%"
"Wisconsin","Iowa County","$265,000","4038","1.31%"
"Wisconsin","Iron County","$165,900","1768","0.98%"
"Wisconsin","Jackson County","$196,100","2725","1.16%"
"Wisconsin","Jefferson County","$274,100","4005","1.22%"
"Wisconsin","Juneau County","$177,700","2605","1.27%"
"Wisconsin","Kenosha County","$265,500","4179","1.42%"
"Wisconsin","Kewaunee County","$222,200","3190","1.27%"
"Wisconsin","La Crosse County","$257,000","3947","1.46%"
"Wisconsin","Lafayette County","$194,500","3053","1.24%"
"Wisconsin","Langlade County","$158,200","1972","1.07%"
"Wisconsin","Lincoln County","$192,700","2549","1.16%"
"Wisconsin","Manitowoc County","$186,900","2695","1.31%"
"Wisconsin","Marathon County","$219,600","3218","1.35%"
"Wisconsin","Marinette County","$158,600","1907","1.11%"
"Wisconsin","Marquette County","$210,400","2659","1.15%"
"Wisconsin","Menominee County","$110,200","3926","1.07%"
"Wisconsin","Milwaukee County","$230,700","4444","1.82%"
"Wisconsin","Monroe County","$210,000","2826","1.25%"
"Wisconsin","Oconto County","$231,400","2727","1.05%"
"Wisconsin","Oneida County","$238,400","2123","0.84%"
"Wisconsin","Outagamie County","$267,300","3668","1.34%"
"Wisconsin","Ozaukee County","$390,200","4631","1.17%"
"Wisconsin","Pepin County","$214,800","2922","1.17%"
"Wisconsin","Pierce County","$333,700","4551","1.30%"
"Wisconsin","Polk County","$271,900","3075","1.07%"
"Wisconsin","Portage County","$243,100","3492","1.28%"
"Wisconsin","Price County","$162,500","2150","1.17%"
"Wisconsin","Racine County","$251,400","4099","1.44%"
"Wisconsin","Richland County","$197,500","2735","1.09%"
"Wisconsin","Rock County","$231,600","3703","1.49%"
"Wisconsin","Rusk County","$163,400","1834","1.03%"
"Wisconsin","St. Croix County","$377,700","4420","1.10%"
"Wisconsin","Sauk County","$258,600","3755","1.23%"
"Wisconsin","Sawyer County","$236,200","1897","0.77%"
"Wisconsin","Shawano County","$194,000","2644","1.19%"
"Wisconsin","Sheboygan County","$232,700","3236","1.23%"
"Wisconsin","Taylor County","$197,100","2748","1.30%"
"Wisconsin","Trempealeau County","$216,700","3372","1.32%"
"Wisconsin","Vernon County","$223,800","2978","1.14%"
"Wisconsin","Vilas County","$300,000","2197","0.69%"
"Wisconsin","Walworth County","$302,700","4036","1.17%"
"Wisconsin","Washburn County","$226,100","2377","0.98%"
"Wisconsin","Washington County","$344,800","3802","1.06%"
"Wisconsin","Waukesha County","$398,200","4554","1.11%"
"Wisconsin","Waupaca County","$211,400","2924","1.26%"
"Wisconsin","Waushara County","$203,100","2464","1.11%"
"Wisconsin","Winnebago County","$225,800","3679","1.43%"
"Wisconsin","Wood County","$175,600","2697","1.36%"
"Wyoming","Albany County","$333,000","1925","0.58%"
"Wyoming","Big Horn County","$216,500","1198","0.44%"
"Wyoming","Campbell County","$279,100","1599","0.51%"
"Wyoming","Carbon County","$222,700","1279","0.55%"
"Wyoming","Converse County","$292,700","1630","0.53%"
"Wyoming","Crook County","$285,800","1610","0.44%"
"Wyoming","Fremont County","$268,800","1671","0.53%"
"Wyoming","Goshen County","$239,600","1419","0.59%"
"Wyoming","Hot Springs County","$227,500","1236","0.62%"
"Wyoming","Johnson County","$326,800","1816","0.53%"
"Wyoming","Laramie County","$348,700","1980","0.56%"
"Wyoming","Lincoln County","$372,600","1664","0.48%"
"Wyoming","Natrona County","$273,000","1645","0.57%"
"Wyoming","Niobrara County","$221,500","1072","0.26%"
"Wyoming","Park County","$400,500","2262","0.60%"
"Wyoming","Platte County","$297,900","1549","0.45%"
"Wyoming","Sheridan County","$394,900","2177","0.56%"
"Wyoming","Sublette County","$376,200","1665","0.38%"
"Wyoming","Sweetwater County","$251,400","1542","0.63%"
"Wyoming","Teton County","$1,633,900","7267","0.45%"
"Wyoming","Uinta County","$290,000","1565","0.47%"
"Wyoming","Washakie County","$206,000","1392","0.72%"
"Wyoming","Weston County","$221,700","1510","0.63%"

